Date,Plot,Site,Initials,Species,DBH,Notes
8/8/24,1,Colby Arboretum,RW,ACESAC,11.9,
8/11/24,1,Little Moose,RW,PICRUB,6.9,
8/11/24,1,Little Moose,RW,PICRUB,3,
8/11/24,1,Little Moose,RW,PICRUB,9.3,
8/11/24,1,Little Moose,RW,PICRUB,11.9,
8/11/24,1,Little Moose,RW,PICRUB,6.2,
8/11/24,1,Little Moose,RW,PICRUB,8.1,
8/11/24,1,Little Moose,RW,ABIBAL,10.4,
8/11/24,1,Little Moose,RW,ABIBAL,6,
8/11/24,1,Little Moose,RW,PICRUB,7.0,
8/11/24,1,Little Moose,RW,PICRUB,7.7,
8/11/24,1,Little Moose,RW,PICRUB,5.2,
8/11/24,1,Little Moose,RW,PICRUB,4.5,
8/11/24,1,Little Moose,RW,PICRUB,9.4,
8/11/24,1,Little Moose,RW,ABIBAL,4.8,
8/11/24,1,Little Moose,RW,ABIBAL,9.2,
8/11/24,1,Little Moose,RW,ABIBAL,12.3,
8/11/24,1,Little Moose,RW,ABIBAL,12.3,
8/11/24,1,Little Moose,RW,PICRUB,6.4,
8/11/24,1,Little Moose,RW,PICRUB,4.0,
8/11/24,1,Little Moose,RW,PICRUB,6.1,
8/11/24,1,Little Moose,RW,ABIBAL,3.3,
8/11/24,1,Little Moose,RW,PICRUB,5.4,
8/11/24,1,Little Moose,RW,PICRUB,7.2,
8/11/24,1,Little Moose,RW,PICRUB,4.8,
8/11/24,1,Little Moose,RW,PICRUB,6.7,
8/11/24,1,Little Moose,RW,ABIBAL,8.2,
8/11/24,1,Little Moose,RW,ABIBAL,9.2,
8/11/24,1,Little Moose,RW,PICRUB,7.8,
8/11/24,1,Little Moose,RW,ABIBAL,7.4,
8/11/24,1,Little Moose,RW,ABIBAL,9.8,
8/11/24,1,Little Moose,RW,ABIBAL,5.1,
8/11/24,1,Little Moose,RW,ABIBAL,11.4,
8/11/24,1,Little Moose,RW,ABIBAL,6.0,
8/11/24,1,Little Moose,RW,ABIBAL,6.2,
8/11/24,1,Little Moose,RW,ABIBAL,5.8,
8/11/24,1,Little Moose,RW,ACEPEN,8.5,
8/11/24,1,Little Moose,RW,ABIBAL,11.9,
8/11/24,1,Little Moose,RW,PICRUB,5.8,
8/11/24,1,Little Moose,RW,PICRUB,11.9,
8/11/24,1,Little Moose,RW,PICRUB,4.8,
8/11/24,1,Little Moose,RW,PICRUB,6.6,
8/18/24,1,Bradley,RW,ABIBAL,3.8,
8/18/24,1,Bradley,RW,TSUCAN,2.9,
8/18/24,1,Bradley,RW,ABIBAL,11.3,
8/18/24,1,Bradley,RW,TSUCAN,3.2,
8/18/24,1,Bradley,RW,TSUCAN,5.1,
8/18/24,1,Bradley,RW,TSUCAN,3.7,
8/18/24,1,Bradley,RW,TSUCAN,5.1,
8/18/24,1,Bradley,RW,TSUCAN,6.7,
8/18/24,1,Bradley,RW,TSUCAN,7.2,
8/18/24,1,Bradley,RW,ABIBAL,7.9,
8/18/24,1,Bradley,RW,ABIBAL,4.6,
8/18/24,1,Bradley,RW,ABIBAL,4.0,
8/18/24,1,Bradley,RW,ABIBAL,3.0,
8/18/24,1,Bradley,RW,ABIBAL,5.6,
8/18/24,1,Bradley,RW,ABIBAL,7.8,
8/18/24,1,Bradley,RW,ABIBAL,7.4,
8/18/24,1,Bradley,RW,ABIBAL,3.5,
8/18/24,1,Bradley,RW,ABIBAL,7.8,
8/18/24,1,Bradley,RW,ABIBAL,7.7,
8/18/24,1,Bradley,RW,TSUCAN,4.5,
8/18/24,1,Bradley,RW,TSUCAN,5.1,
8/18/24,1,Bradley,RW,TSUCAN,7.3,
8/18/24,1,Bradley,RW,ABIBAL,6.9,
8/18/24,1,Bradley,RW,POPGRA,6.4,
8/18/24,1,Bradley,RW,ABIBAL,4.9,
8/18/24,1,Bradley,RW,ABIBAL,4.3,
8/18/24,1,Bradley,RW,ABIBAL,4.9,
8/18/24,1,Bradley,RW,ABIBAL,3.3,
8/18/24,1,Bradley,RW,ABIBAL,10.3,
8/18/24,1,Bradley,RW,ABIBAL,9.4,
8/18/24,1,Bradley,RW,ABIBAL,5.9,
8/18/24,1,Bradley,RW,ABIBAL,7.2,
8/18/24,1,Bradley,RW,ABIBAL,12.5,
8/18/24,1,Bradley,RW,ABIBAL,9.2,
8/18/24,1,Bradley,RW,ABIBAL,9.3,
8/18/24,1,Bradley,RW,POPGRA,7.5,
8/18/24,1,Bradley,RW,POPGRA,6.0,
8/18/24,1,Bradley,RW,POPGRA,4.4,
8/18/24,1,Bradley,RW,POPGRA,7.8,
8/18/24,1,Bradley,RW,POPGRA,6.0,
8/18/24,1,Bradley,RW,POPGRA,6.1,
8/18/24,1,Bradley,RW,ABIBAL,10.1,
8/18/24,1,Bradley,RW,POPGRA,5.7,
8/18/24,1,Bradley,RW,TSUCAN,7.4,
8/18/24,1,Bradley,RW,POPGRA,5.5,
8/18/24,1,Bradley,RW,ABIBAL,3.7,
8/18/24,1,Bradley,RW,ABIBAL,9.0,
8/18/24,1,Bradley,RW,ABIBAL,5.1,
8/18/24,1,Bradley,RW,ABIBAL,5.1,
8/18/24,1,Bradley,RW,ABIBAL,8.2,
8/18/24,1,Bradley,RW,ABIBAL,6.2,
8/18/24,1,Bradley,RW,PRUSER,3.6,
8/18/24,1,Bradley,RW,ABIBAL,4.8,
8/18/24,1,Bradley,RW,ABIBAL,4.7,
8/18/24,1,Bradley,RW,POPGRA,11.9,
8/18/24,1,Bradley,RW,POPGRA,12.4,
8/18/24,1,Bradley,RW,ABIBAL,4.2,
8/18/24,1,Bradley,RW,POPGRA,6.2,
8/18/24,1,Bradley,RW,POPGRA,6.2,
8/18/24,1,Bradley,RW,POPGRA,7.1,
8/18/24,1,Bradley,RW,POPGRA,6.0,
8/18/24,1,Bradley,RW,ABIBAL,6.2,
8/18/24,1,Bradley,RW,ABIBAL,3.9,
8/18/24,1,Bradley,RW,ABIBAL,6.7,
8/18/24,1,Bradley,RW,ABIBAL,11.6,
8/18/24,1,Bradley,RW,ABIBAL,4.6,
8/18/24,1,Bradley,RW,ABIBAL,4.4,
8/18/24,1,Bradley,RW,ABIBAL,5.7,
8/18/24,1,Bradley,RW,ABIBAL,4.7,
8/18/24,1,Bradley,RW,ABIBAL,4.7,
8/18/24,1,Bradley,RW,TSUCAN,5.6,
8/18/24,1,Bradley,RW,ABIBAL,9.9,
8/18/24,1,Bradley,RW,TSUCAN,9.2,
8/18/24,1,Bradley,RW,TSUCAN,5.8,
8/18/24,1,Bradley,RW,TSUCAN,7.3,
8/18/24,1,Bradley,RW,TSUCAN,4.5,
8/18/24,1,Bradley,RW,TSUCAN,7.3,
8/18/24,1,Bradley,RW,TSUCAN,6.5,
8/18/24,1,Bradley,RW,ABIBAL,4.5,
8/18/24,1,Bradley,RW,ABIBAL,3.8,
8/18/24,1,Bradley,RW,ABIBAL,5.7,
8/18/24,1,Bradley,RW,ABIBAL,5.1,
8/18/24,1,Bradley,RW,ABIBAL,4.2,
8/18/24,1,Bradley,RW,TSUCAN,3.9,
8/18/24,1,Bradley,RW,TSUCAN,11.1,
8/18/24,1,Bradley,RW,QUERUB,5.2,
8/18/24,1,Bradley,RW,QUERUB,4.7,
8/18/24,1,Bradley,RW,QUERUB,2.9,
8/18/24,1,Bradley,RW,TSUCAN,12.6,
8/18/24,1,Bradley,RW,ACERUB,6.4,
8/18/24,1,Bradley,RW,TSUCAN,3.5,
8/18/24,1,Bradley,RW,ACERUB,5.3,
8/18/24,1,Bradley,RW,TSUCAN,2.5,
8/18/24,1,Bradley,RW,TSUCAN,6.2,
8/18/24,1,Bradley,RW,TSUCAN,6.7,
8/18/24,2,Bradley,RW,POPGRA,12.6,
8/18/24,2,Bradley,RW,ABIBAL,7.9,
8/18/24,2,Bradley,RW,ABIBAL,4.6,
8/18/24,2,Bradley,RW,ABIBAL,5.9,
8/18/24,2,Bradley,RW,ABIBAL,5.5,
8/18/24,2,Bradley,RW,ABIBAL,8.0,
8/18/24,2,Bradley,RW,ABIBAL,8.1,
8/18/24,2,Bradley,RW,ABIBAL,7.3,
8/18/24,2,Bradley,RW,ABIBAL,5.2,
8/18/24,2,Bradley,RW,ABIBAL,3.3,
8/18/24,2,Bradley,RW,ABIBAL,3.2,
8/18/24,2,Bradley,RW,ABIBAL,4.8,
8/18/24,2,Bradley,RW,ABIBAL,4.7,
8/18/24,2,Bradley,RW,ABIBAL,10.7,
8/18/24,2,Bradley,RW,ABIBAL,4.1,
8/18/24,2,Bradley,RW,ABIBAL,5.9,
8/18/24,2,Bradley,RW,ABIBAL,9.2,
8/18/24,2,Bradley,RW,ABIBAL,4.1,
8/18/24,2,Bradley,RW,ABIBAL,3.2,
8/18/24,2,Bradley,RW,ABIBAL,8.6,
8/18/24,2,Bradley,RW,ABIBAL,7.2,
8/18/24,2,Bradley,RW,ABIBAL,3.8,
8/18/24,2,Bradley,RW,ABIBAL,5.0,
8/18/24,2,Bradley,RW,ABIBAL,7.4,
8/18/24,2,Bradley,RW,ABIBAL,8.4,
8/18/24,2,Bradley,RW,ABIBAL,4.7,
8/18/24,2,Bradley,RW,ABIBAL,9.1,
8/18/24,2,Bradley,RW,ABIBAL,10.3,
8/18/24,2,Bradley,RW,ABIBAL,8.8,
8/18/24,2,Bradley,RW,ABIBAL,8.3,
8/18/24,2,Bradley,RW,ABIBAL,7.2,
8/18/24,2,Bradley,RW,ABIBAL,3.9,
8/18/24,2,Bradley,RW,ABIBAL,3.9,
8/18/24,2,Bradley,RW,POPGRA,12.1,
8/18/24,2,Bradley,RW,ABIBAL,11.6,
8/18/24,2,Bradley,RW,ABIBAL,3.2,
8/18/24,2,Bradley,RW,ABIBAL,4.9,
8/18/24,2,Bradley,RW,ABIBAL,7.5,
8/18/24,2,Bradley,RW,ABIBAL,9.5,
8/18/24,2,Bradley,RW,ACERUB,5.0,
8/18/24,2,Bradley,RW,ACERUB,8.1,
8/18/24,2,Bradley,RW,ACERUB,10.4,
8/18/24,2,Bradley,RW,ACERUB,8.5,
8/18/24,2,Bradley,RW,ACERUB,8.5,
8/18/24,2,Bradley,RW,ACERUB,9.6,
8/18/24,2,Bradley,RW,PINSTR,5.8,
8/18/24,2,Bradley,RW,PINSTR,3.4,
8/18/24,2,Bradley,RW,ABIBAL,3.9,
8/18/24,2,Bradley,RW,ABIBAL,4.9,
8/18/24,2,Bradley,RW,ABIBAL,6.5,
8/18/24,2,Bradley,RW,ABIBAL,6.8,
8/18/24,2,Bradley,RW,ABIBAL,4.5,
8/18/24,2,Bradley,RW,ABIBAL,8.7,
8/18/24,2,Bradley,RW,ACERUB,6.5,
8/18/24,2,Bradley,RW,ACERUB,6.7,
8/19/24,1,Sebago Lake,RW,FRAAME,11.6,
8/19/24,1,Sebago Lake,RW,FRAAME,11.7,
8/19/24,1,Sebago Lake,RW,ACERUB,11.6,
8/19/24,1,Sebago Lake,RW,FAGGRA,3.3,
8/19/24,1,Sebago Lake,RW,FAGGRA,12.1,
8/19/24,1,Sebago Lake,RW,FAGGRA,11.8,
8/19/24,1,Sebago Lake,RW,OSTVIR,8.9,
8/19/24,1,Sebago Lake,RW,FAGGRA,6.7,
8/19/24,2,Sebago Lake,RW,PINSTR,11.7,
8/19/24,2,Sebago Lake,RW,FAGGRA,3.3,
8/19/24,2,Sebago Lake,RW,FAGGRA,3.6,
8/19/24,2,Sebago Lake,RW,PRUSER,3.0,
8/19/24,2,Sebago Lake,RW,PRUSER,2.8,
8/19/24,2,Sebago Lake,RW,BETPOP,7.8,
8/19/24,2,Sebago Lake,RW,ACERUB,8.8,
8/19/24,2,Sebago Lake,RW,HAMVIR,6.8,
8/19/24,2,Sebago Lake,RW,HAMVIR,4.3,
8/19/24,2,Sebago Lake,RW,ACERUB,12.3,
8/19/24,2,Sebago Lake,RW,PINSTR,11.4,
8/19/24,2,Sebago Lake,RW,HAMVIR,2.6,
8/19/24,2,Sebago Lake,RW,HAMVIR,3.5,
8/19/24,2,Sebago Lake,RW,FAGGRA,6.1,
8/19/24,2,Sebago Lake,RW,FAGGRA,2.8,
8/19/24,2,Sebago Lake,RW,FAGGRA,9.4,
8/19/24,2,Sebago Lake,RW,TSUCAN,9.1,
8/19/24,2,Sebago Lake,RW,FAGGRA,9.8,
8/19/24,2,Sebago Lake,RW,FAGGRA,6.7,
8/19/24,3,Sebago Lake,RW,ACERUB,7.3,
8/19/24,3,Sebago Lake,RW,FAGGRA,4.6,
8/19/24,3,Sebago Lake,RW,FAGGRA,11.6,
8/19/24,3,Sebago Lake,RW,ACERUB,7.9,
8/19/24,3,Sebago Lake,RW,ACERUB,3.8,
8/19/24,3,Sebago Lake,RW,FAGGRA,7.4,
8/23/24,1,Colby Hume,RW,TSUCAN,10.2,
8/26/24,3,Colby Arboretum,RW,ACERUB,9,
8/26/24,3,Colby Arboretum,RW,ACERUB,9.3,
8/26/24,3,Colby Arboretum,RW,ACERUB,8.9,
8/26/24,3,Colby Arboretum,RW,QUERUB,6.4,
8/26/24,3,Colby Arboretum,RW,FRAAME,5.7,
8/26/24,3,Colby Arboretum,RW,BETPOP,5.5,
8/26/24,3,Colby Arboretum,RW,PRUSER,8.3,
8/26/24,3,Colby Arboretum,RW,ACERUB,10.8,
8/26/24,3,Colby Arboretum,RW,ACERUB,7.1,
8/26/24,3,Colby Arboretum,RW,ACERUB,6.2,
8/26/24,3,Colby Arboretum,RW,FRAAME,11.7,
8/26/24,3,Colby Arboretum,RW,BETPAP,11.8,
8/27/24,1,Falmouth Land Trust,RW,ACESAC,10.4,
8/27/24,1,Falmouth Land Trust,RW,ACESAC,11.5,
8/27/24,1,Falmouth Land Trust,RW,ACESAC,5.7,
8/27/24,1,Falmouth Land Trust,RW,ACESAC,6.9,
8/27/24,1,Falmouth Land Trust,RW,ACESAC,3.8,
8/27/24,1,Falmouth Land Trust,RW,OSTVIR,3.3,
8/27/24,1,Falmouth Land Trust,RW,ACEPEN,4.7,
8/27/24,1,Falmouth Land Trust,RW,FAGGRA,8.0,
8/27/24,1,Falmouth Land Trust,RW,ACEPEN,3.4,
8/27/24,1,Falmouth Land Trust,RW,FAGGRA,11.1,
8/27/24,1,Falmouth Land Trust,RW,OSTVIR,6.3,
8/27/24,1,Falmouth Land Trust,RW,OSTVIR,6.4,
8/27/24,1,Falmouth Land Trust,RW,OSTVIR,3.8,
8/27/24,1,Falmouth Land Trust,RW,OSTVIR,4.8,
8/27/24,1,Falmouth Land Trust,RW,PINSTR,5.2,
8/27/24,1,Falmouth Land Trust,RW,FAGGRA,2.7,
8/27/24,1,Falmouth Land Trust,RW,ACERUB,12.0,
8/27/24,1,Falmouth Land Trust,RW,ACERUB,12.4,
8/27/24,1,Falmouth Land Trust,RW,ACESAC,6.0,
8/27/24,1,Falmouth Land Trust,RW,ACESAC,5.9,
8/27/24,1,Falmouth Land Trust,RW,ACERUB,9.8,
8/27/24,1,Falmouth Land Trust,RW,ACERUB,10.2,
8/27/24,1,Falmouth Land Trust,RW,ACESAC,2.7,
8/27/24,1,Falmouth Land Trust,RW,OSTVIR,7.8,
8/27/24,1,Falmouth Land Trust,RW,FRAAME,3.9,
8/27/24,2,Falmouth Land Trust,RW,ABIBAL,2.6,
8/27/24,2,Falmouth Land Trust,RW,ABIBAL,2.7,
8/27/24,2,Falmouth Land Trust,RW,ABIBAL,4.7,
8/27/24,2,Falmouth Land Trust,RW,FAGGRA,5.4,
8/27/24,2,Falmouth Land Trust,RW,FAGGRA,4.9,
8/27/24,2,Falmouth Land Trust,RW,FAGGRA,11.3,
8/27/24,2,Falmouth Land Trust,RW,PINSTR,2.8,
8/27/24,2,Falmouth Land Trust,RW,QUERUB,11.1,
8/27/24,2,Falmouth Land Trust,RW,PINSTR,3.1,
8/27/24,2,Falmouth Land Trust,RW,QUERUB,9.8,
8/27/24,2,Falmouth Land Trust,RW,FAGGRA,6.6,
8/27/24,2,Falmouth Land Trust,RW,FAGGRA,5.8,
8/27/24,2,Falmouth Land Trust,RW,FAGGRA,7.5,
8/27/24,2,Falmouth Land Trust,RW,TSUCAN,6.1,
8/27/24,2,Falmouth Land Trust,RW,FAGGRA,8.8,
8/27/24,3,Falmouth Land Trust,RW,ACESAC,8.9,
8/27/24,3,Falmouth Land Trust,RW,ACESAC,9.4,
8/27/24,3,Falmouth Land Trust,RW,ACESAC,5.5,
8/27/24,3,Falmouth Land Trust,RW,FRAAME,8.8,
8/27/24,3,Falmouth Land Trust,RW,FRAAME,10.1,
8/27/24,3,Falmouth Land Trust,RW,FRAAME,6.3,
8/27/24,3,Falmouth Land Trust,RW,FRAAME,8.9,
8/27/24,3,Falmouth Land Trust,RW,FRAAME,3.6,
8/27/24,3,Falmouth Land Trust,RW,FRAAME,7.6,
8/27/24,3,Falmouth Land Trust,RW,FRAAME,7.6,
8/27/24,3,Falmouth Land Trust,RW,RHACAT,5.6,
8/27/24,3,Falmouth Land Trust,RW,RHACAT,8.1,
9/2/24,4,Colby Arboretum,RW + AS,ACERUB,5.4,
9/2/24,4,Colby Arboretum,RW + AS,ACEPLA,5.2,
9/2/24,4,Colby Arboretum,RW + AS,FAGGRA,6.1,
9/2/24,4,Colby Arboretum,RW + AS,OSTVIR,12.0,
9/2/24,4,Colby Arboretum,RW + AS,OSTVIR,6.3,
9/2/24,4,Colby Arboretum,RW + AS,FRAAME,4.8,
9/2/24,4,Colby Arboretum,RW + AS,ACERUB,3.7,
9/2/24,4,Colby Arboretum,RW + AS,QUERUB,3.4,
9/2/24,4,Colby Arboretum,RW + AS,FAGGRA,5.8,
9/2/24,4,Colby Arboretum,RW + AS,QUERUB,3.3,
9/2/24,4,Colby Arboretum,RW + AS,QUERUB,3.6,
9/2/24,4,Colby Arboretum,RW + AS,PINSTR,12.6,
9/2/24,4,Colby Arboretum,RW + AS,ACERUB,3.8,
9/2/24,4,Colby Arboretum,RW + AS,QUERUB,3.8,
9/2/24,4,Colby Arboretum,RW + AS,QUERUB,4.6,
9/2/24,4,Colby Arboretum,RW + AS,QUERUB,4.2,
9/2/24,4,Colby Arboretum,RW + AS,QUERUB,2.7,
9/2/24,4,Colby Arboretum,RW + AS,FAGGRA,4.7,
9/2/24,4,Colby Arboretum,RW + AS,FAGGRA,6.3,
9/2/24,4,Colby Arboretum,RW + AS,FAGGRA,9.0,
9/2/24,4,Colby Arboretum,RW + AS,OSTVIR,4.0,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,5.3,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,9.3,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,3.3,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,3.1,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,3.7,
9/2/24,5,Colby Arboretum,RW + AS,QUERUB,4.7,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,3.4,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,3.0,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,3.2,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,3.4,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,6.2,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,5.4,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,4.7,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,3.5,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,8.6,
9/2/24,5,Colby Arboretum,RW + AS,QUERUB,5.4,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,8.5,
9/2/24,5,Colby Arboretum,RW + AS,ACERUB,4.7,
9/2/24,5,Colby Arboretum,RW + AS,BETPOP,5.1,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,8.8,
9/2/24,5,Colby Arboretum,RW + AS,QUERUB,7.3,
9/2/24,5,Colby Arboretum,RW + AS,QUERUB,6.0,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,9.6,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,2.8,
9/2/24,5,Colby Arboretum,RW + AS,FRAAME,4.0,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,4.3,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,6.2,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,3.6,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,5.6,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,4.8,
9/2/24,6,Colby Arboretum,RW + AS,OSTVIR,4.4,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,4.2,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,9.4,
9/2/24,6,Colby Arboretum,RW + AS,ACERUB,7.3,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,3.0,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,6.4,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,5.6,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,4.2,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,3.5,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,4.4,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,7.3,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,5.6,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,5.1,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,5.4,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,2.6,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,6.8,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,4.8,
9/2/24,6,Colby Arboretum,RW + AS,ACERUB,3.1,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,3.3,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,3.0,
9/2/24,6,Colby Arboretum,RW + AS,ACERUB,9.9,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,5.5,
9/2/24,6,Colby Arboretum,RW + AS,FAGGRA,4.5,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,5.4,
9/2/24,6,Colby Arboretum,RW + AS,ACESAC,7.3,
9/2/24,7,Colby Arboretum,RW,FAGGRA,3.8,
9/2/24,7,Colby Arboretum,RW,FAGGRA,5.7,
9/2/24,7,Colby Arboretum,RW,FAGGRA,10.8,
9/2/24,7,Colby Arboretum,RW,FAGGRA,6.4,
9/2/24,7,Colby Arboretum,RW,FAGGRA,2.5,
9/2/24,7,Colby Arboretum,RW,FAGGRA,4.5,
9/2/24,7,Colby Arboretum,RW,FAGGRA,3.2,
9/2/24,7,Colby Arboretum,RW,FAGGRA,8.5,
9/2/24,7,Colby Arboretum,RW,FAGGRA,2.7,
9/2/24,7,Colby Arboretum,RW,FAGGRA,3.9,
9/2/24,7,Colby Arboretum,RW,QUERUB,3.6,
9/2/24,7,Colby Arboretum,RW,QUERUB,3.8,
9/2/24,7,Colby Arboretum,RW,FAGGRA,4.6,
9/2/24,7,Colby Arboretum,RW,FAGGRA,7.5,
9/2/24,7,Colby Arboretum,RW,QUERUB,2.7,
9/2/24,7,Colby Arboretum,RW,QUERUB,3.3,
